date,region,medicine,units_sold
2023-01-26,west,ors,250
2023-01-26,central,paracetamol,65
2023-01-26,central,metformin,229
2023-01-26,central,amlodipine,53
2023-01-26,central,salbutamol,75
2023-01-26,central,ors,206
2023-01-27,north,paracetamol,269
2023-01-27,north,metformin,188
2023-01-27,north,amlodipine,141
2023-01-27,north,salbutamol,157
2023-01-27,north,ors,273
2023-01-27,south,paracetamol,201
2023-01-27,south,metformin,100
2023-01-27,south,amlodipine,91
2023-01-27,south,salbutamol,216
2023-01-27,south,ors,184
2023-01-27,east,paracetamol,67
2023-01-27,east,metformin,52
2023-01-27,east,amlodipine,240
2023-01-27,east,salbutamol,285
2023-01-27,east,ors,287
2023-01-27,west,paracetamol,69
2023-01-27,west,metformin,147
2023-01-27,west,amlodipine,271
2023-01-27,west,salbutamol,122
2023-01-27,west,ors,123
2023-01-27,central,paracetamol,172
2023-01-27,central,metformin,119
2023-01-27,central,amlodipine,194
2023-01-27,central,salbutamol,128
2023-01-27,central,ors,274
2023-01-28,north,paracetamol,297
2023-01-28,north,metformin,236
2023-01-28,north,amlodipine,231
2023-01-28,north,salbutamol,190
2023-01-28,north,ors,91
2023-01-28,south,paracetamol,93
2023-01-28,south,metformin,296
2023-01-28,south,amlodipine,263
2023-01-28,south,salbutamol,129
2023-01-28,south,ors,275
2023-01-28,east,paracetamol,116
2023-01-28,east,metformin,249
2023-01-28,east,amlodipine,69
2023-01-28,east,salbutamol,96
2023-01-28,east,ors,73
2023-01-28,west,paracetamol,228
2023-01-28,west,metformin,195
2023-01-28,west,amlodipine,72
2023-01-28,west,salbutamol,178
2023-01-28,west,ors,172
2023-01-28,central,paracetamol,164
2023-01-28,central,metformin,115
2023-01-28,central,amlodipine,182
2023-01-28,central,salbutamol,67
2023-01-28,central,ors,257
2023-01-29,north,paracetamol,251
2023-01-29,north,metformin,166
2023-01-29,north,amlodipine,270
2023-01-29,north,salbutamol,84
2023-01-29,north,ors,202
2023-01-29,south,paracetamol,155
2023-01-29,south,metformin,298
2023-01-29,south,amlodipine,201
2023-01-29,south,salbutamol,190
2023-01-29,south,ors,198
2023-01-29,east,paracetamol,283
2023-01-29,east,metformin,284
2023-01-29,east,amlodipine,88
2023-01-29,east,salbutamol,211
2023-01-29,east,ors,196
2023-01-29,west,paracetamol,205
2023-01-29,west,metformin,140
2023-01-29,west,amlodipine,163
2023-01-29,west,salbutamol,267
2023-01-29,west,ors,188
2023-01-29,central,paracetamol,226
2023-01-29,central,metformin,84
2023-01-29,central,amlodipine,133
2023-01-29,central,salbutamol,125
2023-01-29,central,ors,106
2023-01-30,north,paracetamol,77
2023-01-30,north,metformin,115
2023-01-30,north,amlodipine,298
2023-01-30,north,salbutamol,114
2023-01-30,north,ors,250
2023-01-30,south,paracetamol,199
2023-01-30,south,metformin,297
2023-01-30,south,amlodipine,100
2023-01-30,south,salbutamol,281
2023-01-30,south,ors,140
2023-01-30,east,paracetamol,186
2023-01-30,east,metformin,248
2023-01-30,east,amlodipine,213
2023-01-30,east,salbutamol,231
2023-01-30,east,ors,289
2023-01-30,west,paracetamol,215
2023-01-30,west,metformin,291
2023-01-30,west,amlodipine,115
2023-01-30,west,salbutamol,220
2023-01-30,west,ors,182
2023-01-30,central,paracetamol,130
2023-01-30,central,metformin,214
2023-01-30,central,amlodipine,235
2023-01-30,central,salbutamol,112
2023-01-30,central,ors,148
2023-01-31,north,paracetamol,100
2023-01-31,north,metformin,121
2023-01-31,north,amlodipine,92
2023-01-31,north,salbutamol,116
2023-01-31,north,ors,244
2023-01-31,south,paracetamol,114
2023-01-31,south,metformin,111
2023-01-31,south,amlodipine,265
2023-01-31,south,salbutamol,286
2023-01-31,south,ors,240
2023-01-31,east,paracetamol,207
2023-01-31,east,metformin,283
2023-01-31,east,amlodipine,139
2023-01-31,east,salbutamol,215
2023-01-31,east,ors,284
2023-01-31,west,paracetamol,153
2023-01-31,west,metformin,100
2023-01-31,west,amlodipine,156
2023-01-31,west,salbutamol,87
2023-01-31,west,ors,285
2023-01-31,central,paracetamol,291
2023-01-31,central,metformin,116
2023-01-31,central,amlodipine,126
2023-01-31,central,salbutamol,149
2023-01-31,central,ors,154
2023-02-01,north,paracetamol,97
2023-02-01,north,metformin,189
2023-02-01,north,amlodipine,69
2023-02-01,north,salbutamol,152
2023-02-01,north,ors,285
2023-02-01,south,paracetamol,121
2023-02-01,south,metformin,166
2023-02-01,south,amlodipine,160
2023-02-01,south,salbutamol,179
2023-02-01,south,ors,252
2023-02-01,east,paracetamol,169
2023-02-01,east,metformin,262
2023-02-01,east,amlodipine,278
2023-02-01,east,salbutamol,232
2023-02-01,east,ors,183
2023-02-01,west,paracetamol,132
2023-02-01,west,metformin,271
2023-02-01,west,amlodipine,287
2023-02-01,west,salbutamol,280
2023-02-01,west,ors,177
2023-02-01,central,paracetamol,157
2023-02-01,central,metformin,239
2023-02-01,central,amlodipine,226
2023-02-01,central,salbutamol,277
2023-02-01,central,ors,133
2023-02-02,north,paracetamol,231
2023-02-02,north,metformin,295
2023-02-02,north,amlodipine,187
2023-02-02,north,salbutamol,201
2023-02-02,north,ors,274
2023-02-02,south,paracetamol,206
2023-02-02,south,metformin,168
2023-02-02,south,amlodipine,143
2023-02-02,south,salbutamol,277
2023-02-02,south,ors,158
2023-02-02,east,paracetamol,183
2023-02-02,east,metformin,235
2023-02-02,east,amlodipine,288
2023-02-02,east,salbutamol,127
2023-02-02,east,ors,234
2023-02-02,west,paracetamol,180
2023-02-02,west,metformin,73
2023-02-02,west,amlodipine,196
2023-02-02,west,salbutamol,279
2023-02-02,west,ors,275
2023-02-02,central,paracetamol,58
2023-02-02,central,metformin,207
2023-02-02,central,amlodipine,145
2023-02-02,central,salbutamol,126
2023-02-02,central,ors,131
2023-02-03,north,paracetamol,221
2023-02-03,north,metformin,230
2023-02-03,north,amlodipine,135
2023-02-03,north,salbutamol,245
2023-02-03,north,ors,109
2023-02-03,south,paracetamol,200
2023-02-03,south,metformin,110
2023-02-03,south,amlodipine,184
2023-02-03,south,salbutamol,221
2023-02-03,south,ors,232
2023-02-03,east,paracetamol,124
2023-02-03,east,metformin,88
2023-02-03,east,amlodipine,171
2023-02-03,east,salbutamol,236
2023-02-03,east,ors,155
2023-02-03,west,paracetamol,282
2023-02-03,west,metformin,147
2023-02-03,west,amlodipine,182
2023-02-03,west,salbutamol,219
2023-02-03,west,ors,266
2023-02-03,central,paracetamol,141
2023-02-03,central,metformin,63
2023-02-03,central,amlodipine,204
2023-02-03,central,salbutamol,65
2023-02-03,central,ors,268
2023-02-04,north,paracetamol,179
2023-02-04,north,metformin,196
2023-02-04,north,amlodipine,200
2023-02-04,north,salbutamol,218
2023-02-04,north,ors,63
2023-02-04,south,paracetamol,224
2023-02-04,south,metformin,292
2023-02-04,south,amlodipine,112
2023-02-04,south,salbutamol,267
2023-02-04,south,ors,57
2023-02-04,east,paracetamol,76
2023-02-04,east,metformin,160
2023-02-04,east,amlodipine,89
2023-02-04,east,salbutamol,205
2023-02-04,east,ors,117
2023-02-04,west,paracetamol,172
2023-02-04,west,metformin,110
2023-02-04,west,amlodipine,215
2023-02-04,west,salbutamol,252
2023-02-04,west,ors,177
2023-02-04,central,paracetamol,157
2023-02-04,central,metformin,201
2023-02-04,central,amlodipine,205
2023-02-04,central,salbutamol,218
2023-02-04,central,ors,195
2023-02-05,north,paracetamol,98
2023-02-05,north,metformin,262
2023-02-05,north,amlodipine,203
2023-02-05,north,salbutamol,52
2023-02-05,north,ors,126
2023-02-05,south,paracetamol,215
2023-02-05,south,metformin,269
2023-02-05,south,amlodipine,191
2023-02-05,south,salbutamol,178
2023-02-05,south,ors,141
2023-02-05,east,paracetamol,172
2023-02-05,east,metformin,277
2023-02-05,east,amlodipine,167
2023-02-05,east,salbutamol,291
2023-02-05,east,ors,60
2023-02-05,west,paracetamol,284
2023-02-05,west,metformin,217
2023-02-05,west,amlodipine,53
2023-02-05,west,salbutamol,211
2023-02-05,west,ors,242
2023-02-05,central,paracetamol,233
2023-02-05,central,metformin,59
2023-02-05,central,amlodipine,130
2023-02-05,central,salbutamol,120
2023-02-05,central,ors,152
2023-02-06,north,paracetamol,241
2023-02-06,north,metformin,190
2023-02-06,north,amlodipine,71
2023-02-06,north,salbutamol,105
2023-02-06,north,ors,171
2023-02-06,south,paracetamol,242
2023-02-06,south,metformin,141
2023-02-06,south,amlodipine,146
2023-02-06,south,salbutamol,190
2023-02-06,south,ors,50
2023-02-06,east,paracetamol,87
2023-02-06,east,metformin,296
2023-02-06,east,amlodipine,235
2023-02-06,east,salbutamol,202
2023-02-06,east,ors,91
2023-02-06,west,paracetamol,134
2023-02-06,west,metformin,210
2023-02-06,west,amlodipine,234
2023-02-06,west,salbutamol,86
2023-02-06,west,ors,295
2023-02-06,central,paracetamol,234
2023-02-06,central,metformin,147
2023-02-06,central,amlodipine,111
2023-02-06,central,salbutamol,180
2023-02-06,central,ors,79
2023-02-07,north,paracetamol,296
2023-02-07,north,metformin,244
2023-02-07,north,amlodipine,240
2023-02-07,north,salbutamol,131
2023-02-07,north,ors,72
2023-02-07,south,paracetamol,249
2023-02-07,south,metformin,250
2023-02-07,south,amlodipine,115
2023-02-07,south,salbutamol,238
2023-02-07,south,ors,51
2023-02-07,east,paracetamol,204
2023-02-07,east,metformin,225
2023-02-07,east,amlodipine,280
2023-02-07,east,salbutamol,112
2023-02-07,east,ors,277
2023-02-07,west,paracetamol,54
2023-02-07,west,metformin,178
2023-02-07,west,amlodipine,199
2023-02-07,west,salbutamol,123
2023-02-07,west,ors,158
2023-02-07,central,paracetamol,73
2023-02-07,central,metformin,108
2023-02-07,central,amlodipine,256
2023-02-07,central,salbutamol,274
2023-02-07,central,ors,227
2023-02-08,north,paracetamol,72
2023-02-08,north,metformin,255
2023-02-08,north,amlodipine,195
2023-02-08,north,salbutamol,138
2023-02-08,north,ors,71
2023-02-08,south,paracetamol,93
2023-02-08,south,metformin,93
2023-02-08,south,amlodipine,86
2023-02-08,south,salbutamol,56
2023-02-08,south,ors,267
2023-02-08,east,paracetamol,73
2023-02-08,east,metformin,254
2023-02-08,east,amlodipine,218
2023-02-08,east,salbutamol,119
2023-02-08,east,ors,262
2023-02-08,west,paracetamol,120
2023-02-08,west,metformin,195
2023-02-08,west,amlodipine,256
2023-02-08,west,salbutamol,121
2023-02-08,west,ors,109
2023-02-08,central,paracetamol,229
2023-02-08,central,metformin,257
2023-02-08,central,amlodipine,226
2023-02-08,central,salbutamol,244
2023-02-08,central,ors,94
2023-02-09,north,paracetamol,186
2023-02-09,north,metformin,165
2023-02-09,north,amlodipine,288
2023-02-09,north,salbutamol,203
2023-02-09,north,ors,203
2023-02-09,south,paracetamol,79
2023-02-09,south,metformin,76
2023-02-09,south,amlodipine,257
2023-02-09,south,salbutamol,289
2023-02-09,south,ors,292
2023-02-09,east,paracetamol,181
2023-02-09,east,metformin,228
2023-02-09,east,amlodipine,132
2023-02-09,east,salbutamol,147
2023-02-09,east,ors,119
2023-02-09,west,paracetamol,286
2023-02-09,west,metformin,128
2023-02-09,west,amlodipine,187
2023-02-09,west,salbutamol,167
2023-02-09,west,ors,155
2023-02-09,central,paracetamol,85
2023-02-09,central,metformin,95
2023-02-09,central,amlodipine,153
2023-02-09,central,salbutamol,183
2023-02-09,central,ors,157
2023-02-10,north,paracetamol,153
2023-02-10,north,metformin,119
2023-02-10,north,amlodipine,256
2023-02-10,north,salbutamol,270
2023-02-10,north,ors,138
2023-02-10,south,paracetamol,260
2023-02-10,south,metformin,255
2023-02-10,south,amlodipine,52
2023-02-10,south,salbutamol,227
2023-02-10,south,ors,91
2023-02-10,east,paracetamol,159
2023-02-10,east,metformin,255
2023-02-10,east,amlodipine,231
2023-02-10,east,salbutamol,280
2023-02-10,east,ors,216
2023-02-10,west,paracetamol,262
2023-02-10,west,metformin,167
2023-02-10,west,amlodipine,104
2023-02-10,west,salbutamol,188
2023-02-10,west,ors,163
2023-02-10,central,paracetamol,251
2023-02-10,central,metformin,256
2023-02-10,central,amlodipine,79
2023-02-10,central,salbutamol,157
2023-02-10,central,ors,296
2023-02-11,north,paracetamol,130
2023-02-11,north,metformin,295
2023-02-11,north,amlodipine,233
2023-02-11,north,salbutamol,206
2023-02-11,north,ors,66
2023-02-11,south,paracetamol,82
2023-02-11,south,metformin,151
2023-02-11,south,amlodipine,70
2023-02-11,south,salbutamol,160
2023-02-11,south,ors,292
2023-02-11,east,paracetamol,255
2023-02-11,east,metformin,59
2023-02-11,east,amlodipine,283
2023-02-11,east,salbutamol,264
2023-02-11,east,ors,152
2023-02-11,west,paracetamol,88
2023-02-11,west,metformin,127
2023-02-11,west,amlodipine,224
2023-02-11,west,salbutamol,135
2023-02-11,west,ors,101
2023-02-11,central,paracetamol,90
2023-02-11,central,metformin,269
2023-02-11,central,amlodipine,224
2023-02-11,central,salbutamol,250
2023-02-11,central,ors,136
2023-02-12,north,paracetamol,248
2023-02-12,north,metformin,137
2023-02-12,north,amlodipine,220
2023-02-12,north,salbutamol,86
2023-02-12,north,ors,172
2023-02-12,south,paracetamol,250
2023-02-12,south,metformin,113
2023-02-12,south,amlodipine,279
2023-02-12,south,salbutamol,248
2023-02-12,south,ors,237
2023-02-12,east,paracetamol,264
2023-02-12,east,metformin,202
2023-02-12,east,amlodipine,168
2023-02-12,east,salbutamol,287
2023-02-12,east,ors,292
2023-02-12,west,paracetamol,199
2023-02-12,west,metformin,295
2023-02-12,west,amlodipine,220
2023-02-12,west,salbutamol,173
2023-02-12,west,ors,248
2023-02-12,central,paracetamol,247
2023-02-12,central,metformin,85
2023-02-12,central,amlodipine,95
2023-02-12,central,salbutamol,71
2023-02-12,central,ors,84
2023-02-13,north,paracetamol,162
2023-02-13,north,metformin,224
2023-02-13,north,amlodipine,82
2023-02-13,north,salbutamol,262
2023-02-13,north,ors,252
2023-02-13,south,paracetamol,190
2023-02-13,south,metformin,105
2023-02-13,south,amlodipine,116
2023-02-13,south,salbutamol,62
2023-02-13,south,ors,99
2023-02-13,east,paracetamol,297
2023-02-13,east,metformin,282
2023-02-13,east,amlodipine,234
2023-02-13,east,salbutamol,275
2023-02-13,east,ors,77
2023-02-13,west,paracetamol,153
2023-02-13,west,metformin,147
2023-02-13,west,amlodipine,145
2023-02-13,west,salbutamol,136
2023-02-13,west,ors,137
2023-02-13,central,paracetamol,242
2023-02-13,central,metformin,201
2023-02-13,central,amlodipine,244
2023-02-13,central,salbutamol,174
2023-02-13,central,ors,130
2023-02-14,north,paracetamol,56
2023-02-14,north,metformin,123
2023-02-14,north,amlodipine,132
2023-02-14,north,salbutamol,73
2023-02-14,north,ors,186
2023-02-14,south,paracetamol,163
2023-02-14,south,metformin,64
2023-02-14,south,amlodipine,162
2023-02-14,south,salbutamol,233
2023-02-14,south,ors,171
2023-02-14,east,paracetamol,135
2023-02-14,east,metformin,299
2023-02-14,east,amlodipine,194
2023-02-14,east,salbutamol,68
2023-02-14,east,ors,58
2023-02-14,west,paracetamol,113
2023-02-14,west,metformin,234
2023-02-14,west,amlodipine,87
2023-02-14,west,salbutamol,260
2023-02-14,west,ors,185
2023-02-14,central,paracetamol,183
2023-02-14,central,metformin,226
2023-02-14,central,amlodipine,151
2023-02-14,central,salbutamol,222
2023-02-14,central,ors,198
2023-02-15,north,paracetamol,297
2023-02-15,north,metformin,142
2023-02-15,north,amlodipine,83
2023-02-15,north,salbutamol,189
2023-02-15,north,ors,88
2023-02-15,south,paracetamol,145
2023-02-15,south,metformin,55
2023-02-15,south,amlodipine,130
2023-02-15,south,salbutamol,81
2023-02-15,south,ors,237
2023-02-15,east,paracetamol,185
2023-02-15,east,metformin,215
2023-02-15,east,amlodipine,270
2023-02-15,east,salbutamol,272
2023-02-15,east,ors,196
2023-02-15,west,paracetamol,294
2023-02-15,west,metformin,232
2023-02-15,west,amlodipine,58
2023-02-15,west,salbutamol,229
2023-02-15,west,ors,205
2023-02-15,central,paracetamol,111
2023-02-15,central,metformin,225
2023-02-15,central,amlodipine,163
2023-02-15,central,salbutamol,292
2023-02-15,central,ors,216
2023-02-16,north,paracetamol,281
2023-02-16,north,metformin,230
2023-02-16,north,amlodipine,272
2023-02-16,north,salbutamol,240
2023-02-16,north,ors,68
2023-02-16,south,paracetamol,82
2023-02-16,south,metformin,113
2023-02-16,south,amlodipine,75
2023-02-16,south,salbutamol,222
2023-02-16,south,ors,50
2023-02-16,east,paracetamol,252
2023-02-16,east,metformin,243
2023-02-16,east,amlodipine,294
2023-02-16,east,salbutamol,212
2023-02-16,east,ors,126
2023-02-16,west,paracetamol,152
2023-02-16,west,metformin,275
2023-02-16,west,amlodipine,275
2023-02-16,west,salbutamol,276
2023-02-16,west,ors,145
2023-02-16,central,paracetamol,222
2023-02-16,central,metformin,125
2023-02-16,central,amlodipine,82
2023-02-16,central,salbutamol,131
2023-02-16,central,ors,118
2023-02-17,north,paracetamol,132
2023-02-17,north,metformin,208
2023-02-17,north,amlodipine,268
2023-02-17,north,salbutamol,241
2023-02-17,north,ors,155
2023-02-17,south,paracetamol,151
2023-02-17,south,metformin,163
2023-02-17,south,amlodipine,192
2023-02-17,south,salbutamol,95
2023-02-17,south,ors,169
2023-02-17,east,paracetamol,97
2023-02-17,east,metformin,117
2023-02-17,east,amlodipine,132
2023-02-17,east,salbutamol,134
2023-02-17,east,ors,175
2023-02-17,west,paracetamol,217
2023-02-17,west,metformin,170
2023-02-17,west,amlodipine,178
2023-02-17,west,salbutamol,69
2023-02-17,west,ors,199
2023-02-17,central,paracetamol,231
2023-02-17,central,metformin,254
2023-02-17,central,amlodipine,282
2023-02-17,central,salbutamol,114
2023-02-17,central,ors,192
2023-02-18,north,paracetamol,110
2023-02-18,north,metformin,128
2023-02-18,north,amlodipine,63
2023-02-18,north,salbutamol,118
2023-02-18,north,ors,171
2023-02-18,south,paracetamol,98
2023-02-18,south,metformin,183
2023-02-18,south,amlodipine,218
2023-02-18,south,salbutamol,208
2023-02-18,south,ors,165
2023-02-18,east,paracetamol,139
2023-02-18,east,metformin,299
2023-02-18,east,amlodipine,241
2023-02-18,east,salbutamol,138
2023-02-18,east,ors,228
2023-02-18,west,paracetamol,236
2023-02-18,west,metformin,232
2023-02-18,west,amlodipine,166
2023-02-18,west,salbutamol,171
2023-02-18,west,ors,226
2023-02-18,central,paracetamol,280
2023-02-18,central,metformin,217
2023-02-18,central,amlodipine,64
2023-02-18,central,salbutamol,247
2023-02-18,central,ors,242
2023-02-19,north,paracetamol,282
2023-02-19,north,metformin,56
2023-02-19,north,amlodipine,239
2023-02-19,north,salbutamol,103
2023-02-19,north,ors,229
2023-02-19,south,paracetamol,228
2023-02-19,south,metformin,53
2023-02-19,south,amlodipine,50
2023-02-19,south,salbutamol,154
2023-02-19,south,ors,115
2023-02-19,east,paracetamol,289
2023-02-19,east,metformin,275
2023-02-19,east,amlodipine,212
2023-02-19,east,salbutamol,287
2023-02-19,east,ors,254
2023-02-19,west,paracetamol,130
2023-02-19,west,metformin,187
2023-02-19,west,amlodipine,244
2023-02-19,west,salbutamol,117
2023-02-19,west,ors,266
2023-02-19,central,paracetamol,278
2023-02-19,central,metformin,284
2023-02-19,central,amlodipine,151
2023-02-19,central,salbutamol,270
2023-02-19,central,ors,242
2023-02-20,north,paracetamol,100
2023-02-20,north,metformin,79
2023-02-20,north,amlodipine,88
2023-02-20,north,salbutamol,296
2023-02-20,north,ors,187
2023-02-20,south,paracetamol,270
2023-02-20,south,metformin,221
2023-02-20,south,amlodipine,209
2023-02-20,south,salbutamol,221
2023-02-20,south,ors,112
2023-02-20,east,paracetamol,110
2023-02-20,east,metformin,114
2023-02-20,east,amlodipine,218
2023-02-20,east,salbutamol,130
2023-02-20,east,ors,296
2023-02-20,west,paracetamol,61
2023-02-20,west,metformin,173
2023-02-20,west,amlodipine,51
2023-02-20,west,salbutamol,122
2023-02-20,west,ors,125
2023-02-20,central,paracetamol,237
2023-02-20,central,metformin,74
2023-02-20,central,amlodipine,298
2023-02-20,central,salbutamol,277
2023-02-20,central,ors,167
2023-02-21,north,paracetamol,238
2023-02-21,north,metformin,157
2023-02-21,north,amlodipine,291
2023-02-21,north,salbutamol,148
2023-02-21,north,ors,71
2023-02-21,south,paracetamol,274
2023-02-21,south,metformin,296
2023-02-21,south,amlodipine,291
2023-02-21,south,salbutamol,105
2023-02-21,south,ors,198
2023-02-21,east,paracetamol,104
2023-02-21,east,metformin,89
2023-02-21,east,amlodipine,228
2023-02-21,east,salbutamol,199
2023-02-21,east,ors,205
2023-02-21,west,paracetamol,170
2023-02-21,west,metformin,53
2023-02-21,west,amlodipine,75
2023-02-21,west,salbutamol,264
2023-02-21,west,ors,161
2023-02-21,central,paracetamol,162
2023-02-21,central,metformin,237
2023-02-21,central,amlodipine,72
2023-02-21,central,salbutamol,218
2023-02-21,central,ors,107
2023-02-22,north,paracetamol,57
2023-02-22,north,metformin,165
2023-02-22,north,amlodipine,273
2023-02-22,north,salbutamol,100
2023-02-22,north,ors,280
2023-02-22,south,paracetamol,238
2023-02-22,south,metformin,285
2023-02-22,south,amlodipine,50
2023-02-22,south,salbutamol,169
2023-02-22,south,ors,79
2023-02-22,east,paracetamol,269
2023-02-22,east,metformin,66
2023-02-22,east,amlodipine,200
2023-02-22,east,salbutamol,151
2023-02-22,east,ors,171
2023-02-22,west,paracetamol,201
2023-02-22,west,metformin,135
2023-02-22,west,amlodipine,118
2023-02-22,west,salbutamol,138
2023-02-22,west,ors,229
2023-02-22,central,paracetamol,120
2023-02-22,central,metformin,295
2023-02-22,central,amlodipine,107
2023-02-22,central,salbutamol,199
2023-02-22,central,ors,108
2023-02-23,north,paracetamol,221
2023-02-23,north,metformin,86
2023-02-23,north,amlodipine,211
2023-02-23,north,salbutamol,149
2023-02-23,north,ors,162
2023-02-23,south,paracetamol,234
2023-02-23,south,metformin,234
2023-02-23,south,amlodipine,217
2023-02-23,south,salbutamol,69
2023-02-23,south,ors,278
2023-02-23,east,paracetamol,66
2023-02-23,east,metformin,229
2023-02-23,east,amlodipine,53
2023-02-23,east,salbutamol,240
2023-02-23,east,ors,294
2023-02-23,west,paracetamol,99
2023-02-23,west,metformin,131
2023-02-23,west,amlodipine,269
2023-02-23,west,salbutamol,99
2023-02-23,west,ors,65
2023-02-23,central,paracetamol,284
2023-02-23,central,metformin,121
2023-02-23,central,amlodipine,110
2023-02-23,central,salbutamol,93
2023-02-23,central,ors,195
2023-02-24,north,paracetamol,295
2023-02-24,north,metformin,99
2023-02-24,north,amlodipine,270
2023-02-24,north,salbutamol,281
2023-02-24,north,ors,129
2023-02-24,south,paracetamol,79
2023-02-24,south,metformin,98
2023-02-24,south,amlodipine,147
2023-02-24,south,salbutamol,271
2023-02-24,south,ors,198
2023-02-24,east,paracetamol,199
2023-02-24,east,metformin,224
2023-02-24,east,amlodipine,74
2023-02-24,east,salbutamol,263
2023-02-24,east,ors,105
2023-02-24,west,paracetamol,241
2023-02-24,west,metformin,205
2023-02-24,west,amlodipine,280
2023-02-24,west,salbutamol,210
2023-02-24,west,ors,243
2023-02-24,central,paracetamol,53
2023-02-24,central,metformin,257
2023-02-24,central,amlodipine,61
2023-02-24,central,salbutamol,194
2023-02-24,central,ors,297
2023-02-25,north,paracetamol,85
2023-02-25,north,metformin,65
2023-02-25,north,amlodipine,280
2023-02-25,north,salbutamol,200
2023-02-25,north,ors,249
2023-02-25,south,paracetamol,170
2023-02-25,south,metformin,186
2023-02-25,south,amlodipine,127
2023-02-25,south,salbutamol,104
2023-02-25,south,ors,122
2023-02-25,east,paracetamol,113
2023-02-25,east,metformin,224
2023-02-25,east,amlodipine,294
2023-02-25,east,salbutamol,139
2023-02-25,east,ors,277
2023-02-25,west,paracetamol,244
2023-02-25,west,metformin,295
2023-02-25,west,amlodipine,187
2023-02-25,west,salbutamol,138
2023-02-25,west,ors,53
2023-02-25,central,paracetamol,79
2023-02-25,central,metformin,291
2023-02-25,central,amlodipine,188
2023-02-25,central,salbutamol,100
2023-02-25,central,ors,196
2023-02-26,north,paracetamol,291
2023-02-26,north,metformin,190
2023-02-26,north,amlodipine,234
2023-02-26,north,salbutamol,277
2023-02-26,north,ors,180
2023-02-26,south,paracetamol,161
2023-02-26,south,metformin,127
2023-02-26,south,amlodipine,251
2023-02-26,south,salbutamol,215
2023-02-26,south,ors,281
2023-02-26,east,paracetamol,76
2023-02-26,east,metformin,137
2023-02-26,east,amlodipine,257
2023-02-26,east,salbutamol,187
2023-02-26,east,ors,167
2023-02-26,west,paracetamol,230
2023-02-26,west,metformin,204
2023-02-26,west,amlodipine,56
2023-02-26,west,salbutamol,164
2023-02-26,west,ors,141
2023-02-26,central,paracetamol,139
2023-02-26,central,metformin,131
2023-02-26,central,amlodipine,62
2023-02-26,central,salbutamol,121
2023-02-26,central,ors,140
2023-02-27,north,paracetamol,237
2023-02-27,north,metformin,191
2023-02-27,north,amlodipine,154
2023-02-27,north,salbutamol,93
2023-02-27,north,ors,247
2023-02-27,south,paracetamol,133
2023-02-27,south,metformin,295
2023-02-27,south,amlodipine,77
2023-02-27,south,salbutamol,72
2023-02-27,south,ors,61
2023-02-27,east,paracetamol,201
2023-02-27,east,metformin,100
2023-02-27,east,amlodipine,157
2023-02-27,east,salbutamol,199
2023-02-27,east,ors,111
2023-02-27,west,paracetamol,75
2023-02-27,west,metformin,263
2023-02-27,west,amlodipine,107
2023-02-27,west,salbutamol,248
2023-02-27,west,ors,192
2023-02-27,central,paracetamol,289
2023-02-27,central,metformin,271
2023-02-27,central,amlodipine,117
2023-02-27,central,salbutamol,55
2023-02-27,central,ors,289
2023-02-28,north,paracetamol,160
2023-02-28,north,metformin,179
2023-02-28,north,amlodipine,208
2023-02-28,north,salbutamol,73
2023-02-28,north,ors,84
2023-02-28,south,paracetamol,96
2023-02-28,south,metformin,80
2023-02-28,south,amlodipine,138
2023-02-28,south,salbutamol,249
2023-02-28,south,ors,125
2023-02-28,east,paracetamol,167
2023-02-28,east,metformin,299
2023-02-28,east,amlodipine,179
2023-02-28,east,salbutamol,256
2023-02-28,east,ors,153
2023-02-28,west,paracetamol,108
2023-02-28,west,metformin,145
2023-02-28,west,amlodipine,112
2023-02-28,west,salbutamol,295
2023-02-28,west,ors,252
2023-02-28,central,paracetamol,194
2023-02-28,central,metformin,103
2023-02-28,central,amlodipine,174
2023-02-28,central,salbutamol,198
2023-02-28,central,ors,71
2023-03-01,north,paracetamol,174
2023-03-01,north,metformin,146
2023-03-01,north,amlodipine,165
2023-03-01,north,salbutamol,232
2023-03-01,north,ors,78
2023-03-01,south,paracetamol,256
2023-03-01,south,metformin,198
2023-03-01,south,amlodipine,295
2023-03-01,south,salbutamol,51
2023-03-01,south,ors,297
2023-03-01,east,paracetamol,91
2023-03-01,east,metformin,101
2023-03-01,east,amlodipine,87
2023-03-01,east,salbutamol,180
2023-03-01,east,ors,202
2023-03-01,west,paracetamol,126
2023-03-01,west,metformin,265
2023-03-01,west,amlodipine,239
2023-03-01,west,salbutamol,272
2023-03-01,west,ors,192
2023-03-01,central,paracetamol,247
2023-03-01,central,metformin,154
2023-03-01,central,amlodipine,59
2023-03-01,central,salbutamol,250
2023-03-01,central,ors,291
2023-03-02,north,paracetamol,282
2023-03-02,north,metformin,169
2023-03-02,north,amlodipine,176
2023-03-02,north,salbutamol,163
2023-03-02,north,ors,282
2023-03-02,south,paracetamol,118
2023-03-02,south,metformin,158
2023-03-02,south,amlodipine,93
2023-03-02,south,salbutamol,218
2023-03-02,south,ors,260
2023-03-02,east,paracetamol,69
2023-03-02,east,metformin,274
2023-03-02,east,amlodipine,156
2023-03-02,east,salbutamol,214
2023-03-02,east,ors,272
2023-03-02,west,paracetamol,216
2023-03-02,west,metformin,254
2023-03-02,west,amlodipine,168
